               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.041011,            0.034119,          0.00076103,             0.56372,             0.53127,             0.50024,             0.20219,            0.035679,            0.028603,          0.00097272,            0.007632,            0.007632,            0.007632
                 150,            0.041191,            0.033268,          0.00073911,             0.57886,             0.51294,             0.50239,             0.20277,            0.035674,            0.028594,          0.00097215,            0.007616,            0.007616,            0.007616
                 151,            0.040811,            0.032624,           0.0007577,             0.58003,             0.51263,             0.50206,             0.20332,            0.035669,            0.028589,          0.00097052,              0.0076,              0.0076,              0.0076
                 152,            0.040905,            0.033305,          0.00070357,             0.56641,             0.53398,             0.50112,             0.20344,            0.035662,            0.028581,          0.00096996,            0.007584,            0.007584,            0.007584
                 153,            0.040929,            0.032742,          0.00077703,             0.56567,             0.53415,             0.50106,             0.20334,            0.035657,            0.028577,          0.00097044,            0.007568,            0.007568,            0.007568
                 154,            0.041002,            0.033052,          0.00085911,             0.56835,             0.53188,             0.50061,             0.20366,            0.035651,             0.02857,          0.00097188,            0.007552,            0.007552,            0.007552
                 155,            0.041009,            0.033087,          0.00070939,             0.56793,             0.53183,             0.50088,             0.20393,            0.035644,            0.028562,           0.0009709,            0.007536,            0.007536,            0.007536
                 156,            0.041025,            0.033167,          0.00079535,             0.58221,             0.51137,             0.50118,             0.20424,            0.035639,             0.02855,          0.00096906,             0.00752,             0.00752,             0.00752
                 157,            0.040968,            0.033309,          0.00083051,             0.58265,             0.51333,             0.50109,             0.20474,            0.035632,            0.028544,          0.00096846,            0.007504,            0.007504,            0.007504
                 158,            0.041316,            0.033519,          0.00075066,             0.58321,              0.5134,             0.50333,             0.20543,            0.035627,            0.028537,          0.00096935,            0.007488,            0.007488,            0.007488
